家族（かぞく）①,<名>,家；家人；家庭成员
写真（しゃしん）⓪,<名>,照片；相片
ご-〖御-〗,<接頭>,主要接在汉字音读名词前，表示对方的行为或与对方相关的事项，以示对对方的尊敬
何人（なんにん）①,<名>,几个人
-人（-にん）,<接尾>,（接在数量名词或动作性名词后面）（几）人；（做……的）人
３人（さんにん）③,<名>,3人
両親（りょうしん）①,<名>,父母；双亲
一人っ子（ひとりっこ）③,<名>,独生子女
一人（ひとり）②,<名>,一个人
父（ちち）①②,<名>,（我）父亲；（我）爸爸
サラリーマン（和制英语 salaryman）③,<名>,男性公司职员
母（はは）①,<名>,（我）母亲；（我）妈妈
医者（いしゃ）⓪,<名>,医生，大夫
祖母（そぼ）①,<名>,祖母；外祖母；奶奶；姥姥
姉（あね）①,<名>,（我）姐姐
弟（おとうと）④,<名>,（我）弟弟
小学校（しょうがっこう）③,<名>,小学
教員（きょういん）⓪,<名>,教员；教师；老师
おばあさん〖お祖母さん〗②,<名>,（「祖母」的敬称）祖母；外祖母；奶奶；姥姥
お母さん（おかあさん）②,<名>,（「母親」的敬称。可用于直接称呼）母亲；妈；您母亲
おいくつ⓪,<名>,（用于询问对方的年龄）几岁；多大年纪
お-,<接頭>,敬语用法，表示对对方或第三者的尊敬；美化语用法，起修饰、使表达文雅的作用。
いくつ①,<名>,几岁；几个
17歳（じゅうななさい）④,<名>,17岁
-歳（-さい）,<接尾>,～岁
看護師（かんごし）③,<名>,护士
この⓪,<連体>,（指代说话人方面的人或事物等）这～
どなた①,<名>,哪位；谁
その⓪,<連体>,（指代对方附近或对方方面的人或事物等）那～
人（ひと）⓪,<名>,人
婚約者（こんやくしゃ）④③,<名>,订婚对象；未婚夫；未婚妻
婚約（こんやく）⓪,<名·自Ⅲ>,婚约；订婚
-者（-しゃ）,<接尾>,做/是……的人
恋人（こいぴと）⓪,<名>,恋人；对象；男朋友；女朋友
名前（なまえ）⓪,<名>,名字；姓名
タマ①,<固名>,（猫的名字）球球；圆子，团子
ええ②,<感>,（表示疑问，带有吃惊的语气）诶
あの⓪,<連体>,（指代远离说话人、听话人双方的事物）那～
どの①,<連体>,哪个；哪～
と,<格助>,（表示并列）和；与